Label,Score,
POSITIVE,0.999826491,
POSITIVE,0.999853253,
POSITIVE,0.999715865,
NEGATIVE,0.95982945,
POSITIVE,0.999767601,
POSITIVE,0.999745905,
F,,A
POSITIVE,0.999427319,
POSITIVE,0.999878407,
NEGATIVE,0.999114215,
POSITIVE,0.999867916,
POSITIVE,0.998458862,
POSITIVE,0.999731004,
POSITIVE,0.995002806,
NEGATIVE,0.994189024,
POSITIVE,0.999888539,
F,,A
NEGATIVE,0.999005497,
POSITIVE,0.999274194,
POSITIVE,0.999883413,
POSITIVE,0.999875188,
POSITIVE,0.68245405,
NEGATIVE,0.999821007,
POSITIVE,0.999429047,
F,,A
POSITIVE,0.986336231,
POSITIVE,0.999854922,
POSITIVE,0.999337733,
F,,A
POSITIVE,0.999551475,
POSITIVE,0.987838984,
POSITIVE,0.999880552,
F,,A
F,,A
NEGATIVE,0.953323364,
POSITIVE,0.999867201,
POSITIVE,0.999826014,
F,,A
F,,A
POSITIVE,0.999888778,
POSITIVE,0.99985075,
NEGATIVE,0.999249995,
POSITIVE,0.999828815,
F,,A
POSITIVE,0.99812907,
POSITIVE,0.999889374,
POSITIVE,0.989826441,
NEGATIVE,0.600116551,
POSITIVE,0.997623026,
POSITIVE,0.998363078,
POSITIVE,0.999875069,
NEGATIVE,0.960195661,
POSITIVE,0.99968183,
NEGATIVE,0.857329488,
NEGATIVE,0.973808885,
NEGATIVE,0.991151035,
POSITIVE,0.999675751,
POSITIVE,0.999684334,
POSITIVE,0.997371316,
F,,A
POSITIVE,0.992367089,
POSITIVE,0.99980706,
POSITIVE,0.999883294,
NEGATIVE,0.998138666,
NEGATIVE,0.988617718,
NEGATIVE,0.992513597,
F,,A
POSITIVE,0.999871612,
POSITIVE,0.999845028,
POSITIVE,0.999787867,
POSITIVE,0.999855638,
POSITIVE,0.999881506,
NEGATIVE,0.539926648,
POSITIVE,0.999665618,
F,,A
POSITIVE,0.999879837,
POSITIVE,0.947058678,
POSITIVE,0.999736011,
POSITIVE,0.874882698,
NEGATIVE,0.997025788,
POSITIVE,0.999881148,
POSITIVE,0.99982965,
POSITIVE,0.997768879,
POSITIVE,0.999861717,
POSITIVE,0.999830961,
NEGATIVE,0.997649848,
NEGATIVE,0.996583521,
POSITIVE,0.999624968,
POSITIVE,0.999863148,
NEGATIVE,0.539926648,
POSITIVE,0.999871612,
POSITIVE,0.999846697,
POSITIVE,0.999816835,
POSITIVE,0.999622583,
NEGATIVE,0.986448348,
POSITIVE,0.999884248,
POSITIVE,0.999601901,
F,,A
F,,A
POSITIVE,0.985964656,
POSITIVE,0.999837875,
NEGATIVE,0.999630928,
POSITIVE,0.999803722,
POSITIVE,0.999875069,
NEGATIVE,0.997566342,
POSITIVE,0.999689102,
POSITIVE,0.999887466,
POSITIVE,0.999878049,
NEGATIVE,0.999453127,
POSITIVE,0.999780953,
POSITIVE,0.999155283,
NEGATIVE,0.963740587,
NEGATIVE,0.99905163,
POSITIVE,0.985740125,
POSITIVE,0.999837875,
POSITIVE,0.999887228,
POSITIVE,0.999764621,
POSITIVE,0.999864817,
POSITIVE,0.999836087,
POSITIVE,0.99873358,
POSITIVE,0.999864936,
POSITIVE,0.999829412,
POSITIVE,0.999891758,
POSITIVE,0.999790609,
POSITIVE,0.999479115,
NEGATIVE,0.998428464,
POSITIVE,0.967740059,
NEGATIVE,0.999107063,
NEGATIVE,0.993104279,
POSITIVE,0.99983573,
POSITIVE,0.999829173,
POSITIVE,0.99988234,
POSITIVE,0.997936249,
NEGATIVE,0.995186746,
POSITIVE,0.999417067,
POSITIVE,0.998330891,
NEGATIVE,0.999697328,
NEGATIVE,0.926267087,
POSITIVE,0.991561711,
F,,A
POSITIVE,0.999872088,
POSITIVE,0.999707758,
POSITIVE,0.999874473,
POSITIVE,0.999843597,
POSITIVE,0.973676682,
POSITIVE,0.999652863,
POSITIVE,0.998391092,
POSITIVE,0.999750316,
POSITIVE,0.999840736,
NEGATIVE,0.968251646,
NEGATIVE,0.999111235,
POSITIVE,0.999858856,
F,,A
POSITIVE,0.999855161,
NEGATIVE,0.990517795,
POSITIVE,0.999678016,
POSITIVE,0.996535063,
POSITIVE,0.999602854,
NEGATIVE,0.846863091,
F,,A
POSITIVE,0.999867797,
NEGATIVE,0.999804676,
POSITIVE,0.977410257,
POSITIVE,0.999879956,
NEGATIVE,0.983429313,
POSITIVE,0.999883771,
NEGATIVE,0.954154968,
NEGATIVE,0.997656584,
POSITIVE,0.70544529,
POSITIVE,0.999852538,
POSITIVE,0.999714077,
POSITIVE,0.999159932,
POSITIVE,0.999878407,
POSITIVE,0.99988234,
POSITIVE,0.999885559,
POSITIVE,0.999874711,
POSITIVE,0.999246836,
POSITIVE,0.999886513,
POSITIVE,0.995614529,
POSITIVE,0.645200312,
POSITIVE,0.926870704,
F,,A
NEGATIVE,0.957432628,
POSITIVE,0.999835372,
F,,A
POSITIVE,0.999881625,
POSITIVE,0.997370362,
POSITIVE,0.782157958,
POSITIVE,0.999708235,
POSITIVE,0.999879956,
POSITIVE,0.999689698,
F,,A
NEGATIVE,0.999571502,
POSITIVE,0.902944565,
POSITIVE,0.9998281,
POSITIVE,0.999879003,
POSITIVE,0.999861598,
F,,A
NEGATIVE,0.967707813,
POSITIVE,0.999706209,
POSITIVE,0.994638145,
NEGATIVE,0.945808589,
NEGATIVE,0.997386038,
POSITIVE,0.999887466,
F,,A
NEGATIVE,0.999802411,
POSITIVE,0.99985683,
POSITIVE,0.999858618,
NEGATIVE,0.986398041,
POSITIVE,0.998094141,
POSITIVE,0.99842298,
NEGATIVE,0.920892715,
POSITIVE,0.999880314,
POSITIVE,0.999751985,
POSITIVE,0.999808848,
F,,A
POSITIVE,0.999878645,
POSITIVE,0.999668121,
NEGATIVE,0.999767005,
NEGATIVE,0.999720275,
NEGATIVE,0.996446311,
POSITIVE,0.999880672,
POSITIVE,0.999868512,
POSITIVE,0.999867678,
F,,A
F,,A
POSITIVE,0.999814689,
POSITIVE,0.999865651,
POSITIVE,0.998536229,
POSITIVE,0.999854684,
POSITIVE,0.800651073,
POSITIVE,0.999885917,
POSITIVE,0.994713962,
F,,A
NEGATIVE,0.984705627,
POSITIVE,0.999857187,
NEGATIVE,0.983062029,
POSITIVE,0.999810874,
NEGATIVE,0.9993487,
F,,A
F,,A
POSITIVE,0.999625325,
POSITIVE,0.999406219,
POSITIVE,0.999867916,
POSITIVE,0.999825776,
NEGATIVE,0.998493433,
NEGATIVE,0.999722779,
F,,A
POSITIVE,0.9998734,
POSITIVE,0.999760926,
NEGATIVE,0.994048238,
POSITIVE,0.999843597,
POSITIVE,0.999880552,
POSITIVE,0.999866247,
POSITIVE,0.999886513,
NEGATIVE,0.999672651,
NEGATIVE,0.99907434,
POSITIVE,0.999882579,
POSITIVE,0.999062121,
NEGATIVE,0.999418497,
POSITIVE,0.999757349,
F,,A
NEGATIVE,0.999799788,
POSITIVE,0.999881029,
F,,A
POSITIVE,0.999880195,
POSITIVE,0.995876193,
POSITIVE,0.999826491,
F,,A
F,,A
POSITIVE,0.999635816,
NEGATIVE,0.986088216,
POSITIVE,0.999886394,
F,,A
POSITIVE,0.999878287,
POSITIVE,0.999719083,
POSITIVE,0.999743998,
POSITIVE,0.999878407,
POSITIVE,0.999586642,
POSITIVE,0.999850512,
POSITIVE,0.999888897,
POSITIVE,0.99985671,
NEGATIVE,0.996147156,
F,,A
NEGATIVE,0.983507514,
POSITIVE,0.999847293,
POSITIVE,0.999879599,
F,,A
POSITIVE,0.999868989,
POSITIVE,0.952092826,
POSITIVE,0.999839425,
POSITIVE,0.999685049,
POSITIVE,0.987952292,
POSITIVE,0.986688554,
POSITIVE,0.999879003,
F,,A
F,,A
POSITIVE,0.999888539,
NEGATIVE,0.534260035,
NEGATIVE,0.99588722,
POSITIVE,0.999875784,
POSITIVE,0.999828458,
POSITIVE,0.999873042,
POSITIVE,0.999794662,
NEGATIVE,0.99980253,
POSITIVE,0.999782026,
NEGATIVE,0.999812186,
POSITIVE,0.999337018,
POSITIVE,0.999812543,
POSITIVE,0.999247313,
NEGATIVE,0.707952499,
POSITIVE,0.999738395,
POSITIVE,0.999886036,
POSITIVE,0.99121058,
POSITIVE,0.999869108,
POSITIVE,0.999821007,
POSITIVE,0.999874711,
F,,A
POSITIVE,0.941081464,
POSITIVE,0.999824226,
F,,A
F,,A
POSITIVE,0.999801695,
POSITIVE,0.999187529,
F,,A
POSITIVE,0.99987781,
POSITIVE,0.999824584,
F,,A
NEGATIVE,0.999076486,
POSITIVE,0.999842763,
POSITIVE,0.999822199,
POSITIVE,0.999825895,
F,,A
F,,A
POSITIVE,0.999803603,
F,,A
POSITIVE,0.999885321,
F,,A
F,,A
NEGATIVE,0.999807417,
POSITIVE,0.99986279,
POSITIVE,0.999328732,
POSITIVE,0.958494306,
POSITIVE,0.999868512,
POSITIVE,0.999379516,
F,,A
POSITIVE,0.999706805,
POSITIVE,0.999828339,
POSITIVE,0.649790168,
F,,A
POSITIVE,0.999654293,
POSITIVE,0.999875307,
POSITIVE,0.999803722,
POSITIVE,0.999873757,
NEGATIVE,0.979985595,
POSITIVE,0.999122441,
POSITIVE,0.999764025,
F,,A
POSITIVE,0.999416709,
POSITIVE,0.999877214,
POSITIVE,0.999849558,
NEGATIVE,0.998650372,
POSITIVE,0.999829292,
POSITIVE,0.998983204,
POSITIVE,0.99923265,
NEGATIVE,0.988094628,
POSITIVE,0.996573687,
POSITIVE,0.999822438,
POSITIVE,0.999887466,
POSITIVE,0.999868751,
POSITIVE,0.999795258,
F,,A
POSITIVE,0.999747336,
F,,A
POSITIVE,0.999736249,
POSITIVE,0.99980408,
POSITIVE,0.992906928,
POSITIVE,0.99832648,
POSITIVE,0.998847842,
F,,A
POSITIVE,0.999879837,
POSITIVE,0.999884486,
POSITIVE,0.99986124,
POSITIVE,0.999886632,
F,,A
POSITIVE,0.999724686,
F,,A
POSITIVE,0.999627948,
POSITIVE,0.997650564,
POSITIVE,0.999882221,
NEGATIVE,0.998902798,
POSITIVE,0.999565184,
POSITIVE,0.999699354,
POSITIVE,0.602295697,
F,,A
POSITIVE,0.999871373,
POSITIVE,0.999878526,
NEGATIVE,0.955895722,
POSITIVE,0.999640226,
POSITIVE,0.999825537,
NEGATIVE,0.998569846,
POSITIVE,0.952843666,
NEGATIVE,0.97336179,
POSITIVE,0.999431312,
POSITIVE,0.999866724,
POSITIVE,0.999874473,
POSITIVE,0.999760687,
NEGATIVE,0.980203867,
POSITIVE,0.999884129,
NEGATIVE,0.995708346,
POSITIVE,0.999696732,
NEGATIVE,0.875477076,
POSITIVE,0.999837041,
POSITIVE,0.999803126,
POSITIVE,0.974151909,
POSITIVE,0.998832405,
NEGATIVE,0.999693513,
POSITIVE,0.999871492,
POSITIVE,0.999871254,
NEGATIVE,0.992923498,
POSITIVE,0.999879837,
POSITIVE,0.99988544,
F,,A
POSITIVE,0.999803603,
POSITIVE,0.999867797,
POSITIVE,0.999830604,
POSITIVE,0.99985373,
POSITIVE,0.991721332,
POSITIVE,0.999750078,
POSITIVE,0.999885321,
POSITIVE,0.999863744,
NEGATIVE,0.996974349,
POSITIVE,0.999528289,
POSITIVE,0.99971956,
F,,A
F,,A
NEGATIVE,0.988913,
NEGATIVE,0.75806874,
POSITIVE,0.999755085,
POSITIVE,0.999745905,
POSITIVE,0.999884605,
POSITIVE,0.999872804,
POSITIVE,0.999630332,
POSITIVE,0.999873996,
POSITIVE,0.999813735,
NEGATIVE,0.999725521,
POSITIVE,0.999599516,
POSITIVE,0.999830961,
POSITIVE,0.999857306,
POSITIVE,0.999115288,
POSITIVE,0.999880075,
POSITIVE,0.999641061,
NEGATIVE,0.996543944,
POSITIVE,0.999798715,
F,,A
F,,A
F,,A
NEGATIVE,0.976533115,
F,,A
NEGATIVE,0.998351455,
NEGATIVE,0.947125912,
POSITIVE,0.999879003,
NEGATIVE,0.998801589,
POSITIVE,0.999869704,
NEGATIVE,0.998852968,
F,,A
F,,A
F,,A
POSITIVE,0.999881029,
NEGATIVE,0.958399117,
POSITIVE,0.978368759,
POSITIVE,0.999785602,
NEGATIVE,0.942544758,
POSITIVE,0.999875307,
F,,A
POSITIVE,0.999831557,
POSITIVE,0.999827504,
F,,A
POSITIVE,0.999814212,
POSITIVE,0.999887228,
POSITIVE,0.993881106,
F,,A
NEGATIVE,0.991221905,
F,,A
NEGATIVE,0.999813616,
POSITIVE,0.999718249,
POSITIVE,0.999881387,
NEGATIVE,0.999626756,
POSITIVE,0.926911891,
POSITIVE,0.999889016,
POSITIVE,0.999762714,
F,,A
POSITIVE,0.999840379,
NEGATIVE,0.770470738,
POSITIVE,0.997978151,
POSITIVE,0.999823868,
POSITIVE,0.999767482,
NEGATIVE,0.998666048,
POSITIVE,0.999782622,
POSITIVE,0.984824717,
F,,A
POSITIVE,0.99955219,
F,,A
NEGATIVE,0.59582895,
POSITIVE,0.999850035,
NEGATIVE,0.992942691,
NEGATIVE,0.983390391,
POSITIVE,0.999827325,
NEGATIVE,0.980300725,
POSITIVE,0.999870896,
POSITIVE,0.97147423,
NEGATIVE,0.782921433,
POSITIVE,0.999887586,
F,,A
POSITIVE,0.998805642,
POSITIVE,0.999718249,
F,,A
POSITIVE,0.998478234,
POSITIVE,0.999343216,
POSITIVE,0.999889374,
POSITIVE,0.999423623,
NEGATIVE,0.997341692,
POSITIVE,0.997370601,
NEGATIVE,0.998250067,
NEGATIVE,0.999633074,
POSITIVE,0.997874498,
POSITIVE,0.999857068,
F,,A
POSITIVE,0.999821961,
NEGATIVE,0.999661684,
F,,A
POSITIVE,0.999724567,
POSITIVE,0.9866606,
POSITIVE,0.99988544,
POSITIVE,0.999398112,
NEGATIVE,0.999285281,
POSITIVE,0.999709666,
POSITIVE,0.999885678,
POSITIVE,0.999889851,
POSITIVE,0.999689102,
NEGATIVE,0.978796065,
NEGATIVE,0.530276179,
POSITIVE,0.999622941,
POSITIVE,0.970129848,
POSITIVE,0.999846101,
POSITIVE,0.999838948,
POSITIVE,0.999820769,
NEGATIVE,0.973792255,
POSITIVE,0.971858263,
F,,A
POSITIVE,0.999738514,
POSITIVE,0.997831047,
POSITIVE,0.999880075,
F,,A
NEGATIVE,0.999621153,
NEGATIVE,0.986649096,
F,,A
NEGATIVE,0.999818146,
NEGATIVE,0.995847821,
POSITIVE,0.999853849,
POSITIVE,0.999687314,
POSITIVE,0.985358238,
POSITIVE,0.965377271,
F,,A
POSITIVE,0.997937739,
NEGATIVE,0.999785841,
POSITIVE,0.99925071,
POSITIVE,0.980002165,
F,,A
NEGATIVE,0.967386067,
POSITIVE,0.999806464,
POSITIVE,0.999570668,
NEGATIVE,0.999542236,
POSITIVE,0.999675632,
POSITIVE,0.99983561,
POSITIVE,0.999844432,
POSITIVE,0.999815881,
NEGATIVE,0.894537508,
NEGATIVE,0.997552454,
POSITIVE,0.999874711,
F,,A
F,,A
POSITIVE,0.999849439,
POSITIVE,0.993720055,
F,,A
F,,A
POSITIVE,0.999870777,
POSITIVE,0.999305964,
F,,A
F,,A
POSITIVE,0.9998734,
POSITIVE,0.999779165,
POSITIVE,0.999791563,
NEGATIVE,0.905855238,
F,,A
NEGATIVE,0.999089479,
POSITIVE,0.990968406,
NEGATIVE,0.999536157,
POSITIVE,0.999887466,
POSITIVE,0.999766171,
POSITIVE,0.999724686,
NEGATIVE,0.999459088,
NEGATIVE,0.999514103,
POSITIVE,0.999034643,
POSITIVE,0.99584806,
NEGATIVE,0.998823822,
NEGATIVE,0.995330989,
POSITIVE,0.999762952,
NEGATIVE,0.999339879,
POSITIVE,0.999862909,
POSITIVE,0.999871731,
F,,A
POSITIVE,0.992179036,
POSITIVE,0.992356539,
POSITIVE,0.997266293,
POSITIVE,0.999883652,
POSITIVE,0.997266054,
F,,A
POSITIVE,0.678170443,
F,,A
POSITIVE,0.99988842,
POSITIVE,0.999874353,
F,,A
POSITIVE,0.99986136,
POSITIVE,0.998705268,
POSITIVE,0.999840498,
NEGATIVE,0.99980849,
NEGATIVE,0.999754012,
POSITIVE,0.999582946,
POSITIVE,0.530687273,
F,,A
POSITIVE,0.999887586,
POSITIVE,0.999826968,
POSITIVE,0.999872804,
POSITIVE,0.846426427,
NEGATIVE,0.999819338,
POSITIVE,0.999433696,
POSITIVE,0.999716222,
POSITIVE,0.999876261,
NEGATIVE,0.704898238,
POSITIVE,0.999880314,
NEGATIVE,0.929073334,
POSITIVE,0.999407172,
F,,A
F,,A
F,,A
F,,A
POSITIVE,0.999574482,
POSITIVE,0.999485612,
POSITIVE,0.999806583,
POSITIVE,0.999884367,
F,,A
POSITIVE,0.999832511,
NEGATIVE,0.955903888,
POSITIVE,0.999782383,
NEGATIVE,0.999456823,
POSITIVE,0.999879241,
POSITIVE,0.999855042,
POSITIVE,0.987999856,
POSITIVE,0.999828815,
NEGATIVE,0.994281769,
POSITIVE,0.999652028,
NEGATIVE,0.999252379,
F,,A
NEGATIVE,0.999331117,
POSITIVE,0.9998523,
POSITIVE,0.751911819,
NEGATIVE,0.541969061,
NEGATIVE,0.996079981,
POSITIVE,0.999010444,
POSITIVE,0.9998703,
POSITIVE,0.999869347,
POSITIVE,0.99976784,
POSITIVE,0.994033396,
F,,A
NEGATIVE,0.780890286,
F,,A
POSITIVE,0.993832231,
F,,A
F,,A
POSITIVE,0.999868512,
F,,A
NEGATIVE,0.999819338,
POSITIVE,0.999588549,
POSITIVE,0.988735616,
NEGATIVE,0.998429,
POSITIVE,0.999809325,
NEGATIVE,0.99976629,
NEGATIVE,0.996221006,
NEGATIVE,0.984876513,
NEGATIVE,0.864970028,
POSITIVE,0.999883294,
POSITIVE,0.999886513,
F,,A
NEGATIVE,0.999081373,
POSITIVE,0.999883413,
POSITIVE,0.995695591,
POSITIVE,0.99904269,
POSITIVE,0.999866605,
NEGATIVE,0.999733984,
NEGATIVE,0.998763442,
NEGATIVE,0.987848401,
POSITIVE,0.99988544,
POSITIVE,0.999869943,
POSITIVE,0.999867201,
NEGATIVE,0.999460399,
POSITIVE,0.999732554,
POSITIVE,0.999839783,
POSITIVE,0.999879718,
F,,A
POSITIVE,0.999854445,
POSITIVE,0.999807417,
POSITIVE,0.999640226,
POSITIVE,0.999857545,
NEGATIVE,0.999322534,
NEGATIVE,0.999486685,
POSITIVE,0.999828219,
NEGATIVE,0.999522567,
NEGATIVE,0.999792874,
NEGATIVE,0.553138077,
NEGATIVE,0.975917339,
POSITIVE,0.99979049,
NEGATIVE,0.999796093,
NEGATIVE,0.98443687,
NEGATIVE,0.999799907,
POSITIVE,0.999391556,
POSITIVE,0.999417305,
F,,A
POSITIVE,0.999312043,
POSITIVE,0.999865532,
POSITIVE,0.999570429,
F,,A
NEGATIVE,0.999768317,
NEGATIVE,0.99965024,
POSITIVE,0.999855161,
NEGATIVE,0.986988425,
POSITIVE,0.999802053,
POSITIVE,0.999791443,
POSITIVE,0.813860476,
POSITIVE,0.999454319,
POSITIVE,0.999728978,
NEGATIVE,0.99980849,
NEGATIVE,0.999768555,
NEGATIVE,0.998010576,
F,,A
POSITIVE,0.995317936,
POSITIVE,0.999692917,
POSITIVE,0.999863029,
NEGATIVE,0.956666887,
NEGATIVE,0.974995196,
NEGATIVE,0.978012621,
POSITIVE,0.999826849,
NEGATIVE,0.999721587,
NEGATIVE,0.999796808,
POSITIVE,0.998566091,
NEGATIVE,0.999682307,
POSITIVE,0.999871016,
POSITIVE,0.999024034,
NEGATIVE,0.989561141,
NEGATIVE,0.999792278,
POSITIVE,0.9998191,
NEGATIVE,0.99577868,
POSITIVE,0.999743998,
NEGATIVE,0.999613583,
POSITIVE,0.999857664,
NEGATIVE,0.996697664,
NEGATIVE,0.999720037,
POSITIVE,0.999774039,
NEGATIVE,0.999762356,
POSITIVE,0.99936384,
POSITIVE,0.999805152,
POSITIVE,0.999818265,
NEGATIVE,0.990899801,
NEGATIVE,0.998349667,
POSITIVE,0.998485029,
POSITIVE,0.999761283,
POSITIVE,0.999238133,
POSITIVE,0.872533619,
POSITIVE,0.999719083,
POSITIVE,0.999850512,
F,,A
NEGATIVE,0.976772606,
POSITIVE,0.990249455,
POSITIVE,0.999806821,
NEGATIVE,0.999049366,
NEGATIVE,0.998275638,
POSITIVE,0.999695301,
POSITIVE,0.999876857,
POSITIVE,0.999779403,
POSITIVE,0.999884129,
NEGATIVE,0.999502659,
POSITIVE,0.999884844,
NEGATIVE,0.999277413,
POSITIVE,0.99988699,
NEGATIVE,0.997772992,
POSITIVE,0.993507028,
POSITIVE,0.99958843,
POSITIVE,0.999884367,
POSITIVE,0.999776304,
POSITIVE,0.547003806,
POSITIVE,0.997350931,
NEGATIVE,0.99922967,
NEGATIVE,0.999799669,
POSITIVE,0.99987638,
NEGATIVE,0.999758184,
F,,A
POSITIVE,0.904668152,
POSITIVE,0.999735177,
NEGATIVE,0.999576032,
POSITIVE,0.997450411,
F,,A
POSITIVE,0.99985683,
F,,A
NEGATIVE,0.999733031,
NEGATIVE,0.853649139,
NEGATIVE,0.998207092,
POSITIVE,0.999882102,
POSITIVE,0.977282643,
NEGATIVE,0.999226809,
POSITIVE,0.999866843,
POSITIVE,0.999236345,
POSITIVE,0.99669385,
POSITIVE,0.920171976,
POSITIVE,0.999651432,
NEGATIVE,0.995281518,
NEGATIVE,0.978031993,
POSITIVE,0.999867201,
NEGATIVE,0.997695625,
POSITIVE,0.99932313,
POSITIVE,0.997362435,
NEGATIVE,0.970265746,
F,,A
NEGATIVE,0.999150157,
POSITIVE,0.999119341,
POSITIVE,0.999315262,
F,,A
NEGATIVE,0.999695063,
POSITIVE,0.999703228,
NEGATIVE,0.978761315,
POSITIVE,0.99986434,
POSITIVE,0.999649525,
NEGATIVE,0.983126819,
POSITIVE,0.998800755,
POSITIVE,0.990745306,
POSITIVE,0.832703233,
NEGATIVE,0.849492729,
NEGATIVE,0.999482632,
POSITIVE,0.999871969,
POSITIVE,0.999842882,
POSITIVE,0.999140859,
POSITIVE,0.999564826,
POSITIVE,0.999876499,
POSITIVE,0.999084234,
POSITIVE,0.99988246,
NEGATIVE,0.986864626,
POSITIVE,0.99985683,
POSITIVE,0.999846697,
NEGATIVE,0.984771311,
POSITIVE,0.971095085,
POSITIVE,0.999691486,
NEGATIVE,0.995749474,
POSITIVE,0.999858975,
POSITIVE,0.999878407,
POSITIVE,0.999739468,
NEGATIVE,0.99960655,
POSITIVE,0.999808967,
POSITIVE,0.999654174,
POSITIVE,0.998377442,
POSITIVE,0.999714196,
POSITIVE,0.999807417,
POSITIVE,0.999861121,
POSITIVE,0.999878168,
POSITIVE,0.999681115,
POSITIVE,0.998165548,
POSITIVE,0.99986732,
POSITIVE,0.999888897,
POSITIVE,0.999811947,
POSITIVE,0.999540687,
POSITIVE,0.999879479,
POSITIVE,0.999150634,
POSITIVE,0.999887109,
POSITIVE,0.999835849,
NEGATIVE,0.998943388,
POSITIVE,0.999861479,
POSITIVE,0.99987185,
NEGATIVE,0.998747826,
POSITIVE,0.999868512,
NEGATIVE,0.877228975,
POSITIVE,0.999877453,
POSITIVE,0.999851942,
POSITIVE,0.999586165,
POSITIVE,0.999842644,
NEGATIVE,0.998695791,
POSITIVE,0.999850273,
POSITIVE,0.999874473,
POSITIVE,0.999888301,
POSITIVE,0.999828696,
POSITIVE,0.997026861,
POSITIVE,0.999863744,
POSITIVE,0.999868035,
POSITIVE,0.99984169,
NEGATIVE,0.988696933,
NEGATIVE,0.999805272,
POSITIVE,0.518936098,
POSITIVE,0.999804676,
POSITIVE,0.999840975,
POSITIVE,0.999873161,
POSITIVE,0.999886394,
F,,A
POSITIVE,0.99988234,
POSITIVE,0.999887109,
POSITIVE,0.999876142,
NEGATIVE,0.995879292,
POSITIVE,0.9998914,
NEGATIVE,0.999373734,
POSITIVE,0.999856353,
POSITIVE,0.999355495,
POSITIVE,0.999872446,
POSITIVE,0.999873877,
NEGATIVE,0.992909431,
POSITIVE,0.999863863,
POSITIVE,0.999649525,
POSITIVE,0.998262703,
POSITIVE,0.999885917,
POSITIVE,0.9998703,
POSITIVE,0.999823868,
POSITIVE,0.9998703,
POSITIVE,0.999859214,
POSITIVE,0.999854088,
POSITIVE,0.999881029,
POSITIVE,0.999873519,
POSITIVE,0.999885082,
POSITIVE,0.998126566,
POSITIVE,0.999605,
POSITIVE,0.999883533,
POSITIVE,0.999774516,
POSITIVE,0.988697171,
POSITIVE,0.999831796,
POSITIVE,0.999731243,
POSITIVE,0.999782503,
POSITIVE,0.999888539,
POSITIVE,0.999869347,
POSITIVE,0.999859929,
POSITIVE,0.999461591,
POSITIVE,0.999873638,
POSITIVE,0.999888778,
NEGATIVE,0.998420835,
POSITIVE,0.999892712,
NEGATIVE,0.99976033,
F,,A
POSITIVE,0.996804953,
NEGATIVE,0.99939394,
F,,A
POSITIVE,0.99964869,
NEGATIVE,0.994921863,
POSITIVE,0.999775231,
F,,A
NEGATIVE,0.999764502,
POSITIVE,0.999887943,
NEGATIVE,0.986981332,
NEGATIVE,0.999797642,
POSITIVE,0.999875784,
POSITIVE,0.998168588,
POSITIVE,0.999650002,
POSITIVE,0.999847174,
NEGATIVE,0.999154091,
NEGATIVE,0.998369157,
NEGATIVE,0.999568641,
POSITIVE,0.999880672,
NEGATIVE,0.998196185,
POSITIVE,0.979647517,
POSITIVE,0.999612033,
NEGATIVE,0.719586849,
NEGATIVE,0.998052955,
POSITIVE,0.99311018,
NEGATIVE,0.998634398,
POSITIVE,0.999617219,
NEGATIVE,0.999779165,
POSITIVE,0.998213172,
NEGATIVE,0.997690082,
F,,A
POSITIVE,0.999880314,
POSITIVE,0.999483347,
NEGATIVE,0.99981302,
F,,A
POSITIVE,0.999876142,
POSITIVE,0.999723375,
POSITIVE,0.999801338,
POSITIVE,0.998681128,
POSITIVE,0.999842048,
NEGATIVE,0.999688625,
POSITIVE,0.999852777,
POSITIVE,0.999879718,
POSITIVE,0.999885082,
NEGATIVE,0.945325553,
NEGATIVE,0.992995799,
POSITIVE,0.999879003,
POSITIVE,0.999874115,
POSITIVE,0.999875188,
NEGATIVE,0.998955846,
NEGATIVE,0.999767601,
POSITIVE,0.999874353,
POSITIVE,0.999879479,
F,,A
POSITIVE,0.998613,
POSITIVE,0.957605839,
POSITIVE,0.999565899,
NEGATIVE,0.97963506,
F,,A
POSITIVE,0.942813218,
POSITIVE,0.999823153,
POSITIVE,0.999868035,
POSITIVE,0.99571985,
POSITIVE,0.998030245,
POSITIVE,0.999874473,
POSITIVE,0.999801457,
POSITIVE,0.999624133,
F,,A
POSITIVE,0.999239445,
POSITIVE,0.999891877,
POSITIVE,0.999886751,
F,,A
POSITIVE,0.999703228,
F,,A
POSITIVE,0.999638081,
F,,A
POSITIVE,0.999870181,
NEGATIVE,0.999739587,
POSITIVE,0.999804318,
POSITIVE,0.99988091,
POSITIVE,0.999889016,
POSITIVE,0.999436915,
POSITIVE,0.999863863,
POSITIVE,0.999715865,
POSITIVE,0.995733678,
POSITIVE,0.999891758,
POSITIVE,0.999878287,
POSITIVE,0.999876618,
POSITIVE,0.999881148,
POSITIVE,0.999804318,
POSITIVE,0.998654962,
POSITIVE,0.999865651,
F,,A
POSITIVE,0.997376084,
POSITIVE,0.996979117,
POSITIVE,0.999869704,
POSITIVE,0.99987781,
POSITIVE,0.999880672,
POSITIVE,0.99906379,
POSITIVE,0.999864697,
POSITIVE,0.999827385,
NEGATIVE,0.992253363,
POSITIVE,0.999818504,
F,,A
POSITIVE,0.999704778,
NEGATIVE,0.999795973,
POSITIVE,0.999871135,
POSITIVE,0.999883533,
POSITIVE,0.999893427,
NEGATIVE,0.951065958,
POSITIVE,0.999825895,
POSITIVE,0.999828696,
POSITIVE,0.999886274,
NEGATIVE,0.999749362,
POSITIVE,0.999621987,
NEGATIVE,0.999711573,
